sample	strainID	genus	species	count	count.correct
HN5-d17	HAMBI-2160	Bordetella	avium	0	0
HN5-d17	HAMBI-2164	Cupriavidus	necator	0	0
HN5-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HN5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HN5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	3593	1960
HN5-d17	HAMBI-2792	Moraxella	canis	0	0
HN5-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d21	HAMBI-0006	Pseudomonas	putida	6	2
HN5-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HN5-d21	HAMBI-0105	Agrobacterium	tumefaciens	1124	2817
HN5-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d21	HAMBI-0403	Comamonas	testosteroni	3115	17532
HN5-d21	HAMBI-1279	Hafnia	alvei	0	0
HN5-d21	HAMBI-1287	Citrobacter	koseri	1674	629
HN5-d21	HAMBI-1292	Morganella	morganii	9165	3788
HN5-d21	HAMBI-1299	Kluyvera	intermedia	1	0
HN5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HN5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HN5-d21	HAMBI-1923	Myroides	odoratus	7135	5574
HN5-d21	HAMBI-1972	Aeromonas	caviae	16082	8684
HN5-d21	HAMBI-1977	Pseudomonas	chlororaphis	17852	17379
HN5-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HN5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HN5-d21	HAMBI-2160	Bordetella	avium	0	0
HN5-d21	HAMBI-2164	Cupriavidus	necator	0	0
HN5-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HN5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HN5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	13935	13684
HN5-d21	HAMBI-2792	Moraxella	canis	0	0
HN5-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d29	HAMBI-0006	Pseudomonas	putida	7	2
HN5-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HN5-d29	HAMBI-0105	Agrobacterium	tumefaciens	33	53
HN5-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d29	HAMBI-0403	Comamonas	testosteroni	993	3556
HN5-d29	HAMBI-1279	Hafnia	alvei	0	0
HN5-d29	HAMBI-1287	Citrobacter	koseri	332	79
HN5-d29	HAMBI-1292	Morganella	morganii	342	90
HN5-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HN5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HN5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HN5-d29	HAMBI-1923	Myroides	odoratus	475	236
HN5-d29	HAMBI-1972	Aeromonas	caviae	1114	383
HN5-d29	HAMBI-1977	Pseudomonas	chlororaphis	1480	917
HN5-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HN5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HN5-d29	HAMBI-2160	Bordetella	avium	0	0
HN5-d29	HAMBI-2164	Cupriavidus	necator	0	0
HN5-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HN5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HN5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	1438	899
HN5-d29	HAMBI-2792	Moraxella	canis	0	0
HN5-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d45	HAMBI-0006	Pseudomonas	putida	243	80
HN5-d45	HAMBI-0097	Acinetobacter	lwoffii	13	2
HN5-d45	HAMBI-0105	Agrobacterium	tumefaciens	54	126
HN5-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d45	HAMBI-0403	Comamonas	testosteroni	3313	17318
HN5-d45	HAMBI-1279	Hafnia	alvei	3	1
HN5-d45	HAMBI-1287	Citrobacter	koseri	9375	3272
HN5-d45	HAMBI-1292	Morganella	morganii	3270	1255
HN5-d45	HAMBI-1299	Kluyvera	intermedia	7	2
HN5-d45	HAMBI-1842	Sphingobium	yanoikuyae	6	0
HN5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HN5-d45	HAMBI-1923	Myroides	odoratus	3014	2187
HN5-d45	HAMBI-1972	Aeromonas	caviae	6676	3348
HN5-d45	HAMBI-1977	Pseudomonas	chlororaphis	7994	7228
HN5-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HN5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HN5-d45	HAMBI-2160	Bordetella	avium	49	274
HN5-d45	HAMBI-2164	Cupriavidus	necator	0	0
HN5-d45	HAMBI-2443	Paracoccus	denitrificans	2	8
HN5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HN5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	12290	11209
HN5-d45	HAMBI-2792	Moraxella	canis	0	0
HN5-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d5	HAMBI-0006	Pseudomonas	putida	12535	7710
HN5-d5	HAMBI-0097	Acinetobacter	lwoffii	715	206
HN5-d5	HAMBI-0105	Agrobacterium	tumefaciens	387	1683
HN5-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d5	HAMBI-0403	Comamonas	testosteroni	1107	10807
HN5-d5	HAMBI-1279	Hafnia	alvei	2074	1924
HN5-d5	HAMBI-1287	Citrobacter	koseri	10227	6665
HN5-d5	HAMBI-1292	Morganella	morganii	4826	3460
HN5-d5	HAMBI-1299	Kluyvera	intermedia	9397	4655
HN5-d5	HAMBI-1842	Sphingobium	yanoikuyae	1066	66
HN5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2805	4367
HN5-d5	HAMBI-1923	Myroides	odoratus	257	348
HN5-d5	HAMBI-1972	Aeromonas	caviae	20301	19014
HN5-d5	HAMBI-1977	Pseudomonas	chlororaphis	2626	4434
HN5-d5	HAMBI-1988	Chitinophaga	sancti	4	13
HN5-d5	HAMBI-2159	Paraburkholderia	caryophylli	132	154
HN5-d5	HAMBI-2160	Bordetella	avium	135	1409
HN5-d5	HAMBI-2164	Cupriavidus	necator	4	267
HN5-d5	HAMBI-2443	Paracoccus	denitrificans	17	121
HN5-d5	HAMBI-2494	Paraburkholderia	kururiensis	21	186
HN5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	1633	2782
HN5-d5	HAMBI-2792	Moraxella	canis	3	2
HN5-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d61	HAMBI-0006	Pseudomonas	putida	0	0
HN5-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HN5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HN5-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d61	HAMBI-0403	Comamonas	testosteroni	5260	26958
HN5-d61	HAMBI-1279	Hafnia	alvei	1	0
HN5-d61	HAMBI-1287	Citrobacter	koseri	430	147
HN5-d61	HAMBI-1292	Morganella	morganii	1778	669
HN5-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HN5-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HN5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HN5-d61	HAMBI-1923	Myroides	odoratus	3379	2404
HN5-d61	HAMBI-1972	Aeromonas	caviae	32097	15782
HN5-d61	HAMBI-1977	Pseudomonas	chlororaphis	11389	10096
HN5-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HN5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HN5-d61	HAMBI-2160	Bordetella	avium	0	0
HN5-d61	HAMBI-2164	Cupriavidus	necator	0	0
HN5-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HN5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HN5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	16274	14552
HN5-d61	HAMBI-2792	Moraxella	canis	0	0
HN5-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HN5-d9	HAMBI-0006	Pseudomonas	putida	9198	5814
HN5-d9	HAMBI-0097	Acinetobacter	lwoffii	334	99
HN5-d9	HAMBI-0105	Agrobacterium	tumefaciens	658	2940
HN5-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HN5-d9	HAMBI-0403	Comamonas	testosteroni	613	6150
HN5-d9	HAMBI-1279	Hafnia	alvei	176	168
HN5-d9	HAMBI-1287	Citrobacter	koseri	9899	6630
HN5-d9	HAMBI-1292	Morganella	morganii	2958	2179
HN5-d9	HAMBI-1299	Kluyvera	intermedia	9401	4786
HN5-d9	HAMBI-1842	Sphingobium	yanoikuyae	300	19
HN5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	647	1035
HN5-d9	HAMBI-1923	Myroides	odoratus	576	802
HN5-d9	HAMBI-1972	Aeromonas	caviae	12131	11677
HN5-d9	HAMBI-1977	Pseudomonas	chlororaphis	2107	3656
HN5-d9	HAMBI-1988	Chitinophaga	sancti	0	0
HN5-d9	HAMBI-2159	Paraburkholderia	caryophylli	11	13
HN5-d9	HAMBI-2160	Bordetella	avium	187	2006
HN5-d9	HAMBI-2164	Cupriavidus	necator	3	206
HN5-d9	HAMBI-2443	Paracoccus	denitrificans	2	15
HN5-d9	HAMBI-2494	Paraburkholderia	kururiensis	1	9
HN5-d9	HAMBI-2659	Stenotrophomonas	maltophilia	1329	2327
HN5-d9	HAMBI-2792	Moraxella	canis	4	3
HN5-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HN5-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d13	HAMBI-0006	Pseudomonas	putida	1981	506
HNPanc2-d13	HAMBI-0097	Acinetobacter	lwoffii	14	2
HNPanc2-d13	HAMBI-0105	Agrobacterium	tumefaciens	906	1636
HNPanc2-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d13	HAMBI-0403	Comamonas	testosteroni	7850	31830
HNPanc2-d13	HAMBI-1279	Hafnia	alvei	108	42
HNPanc2-d13	HAMBI-1287	Citrobacter	koseri	4351	1178
HNPanc2-d13	HAMBI-1292	Morganella	morganii	8783	2615
HNPanc2-d13	HAMBI-1299	Kluyvera	intermedia	170	35
HNPanc2-d13	HAMBI-1842	Sphingobium	yanoikuyae	9	0
HNPanc2-d13	HAMBI-1896	Sphingobacterium	spiritivorum	80	52
HNPanc2-d13	HAMBI-1923	Myroides	odoratus	3396	1911
HNPanc2-d13	HAMBI-1972	Aeromonas	caviae	5702	2218
HNPanc2-d13	HAMBI-1977	Pseudomonas	chlororaphis	20677	14501
HNPanc2-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc2-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d13	HAMBI-2160	Bordetella	avium	23	100
HNPanc2-d13	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d13	HAMBI-2443	Paracoccus	denitrificans	1	3
HNPanc2-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc2-d13	HAMBI-2659	Stenotrophomonas	maltophilia	8813	6235
HNPanc2-d13	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d17	HAMBI-0006	Pseudomonas	putida	0	0
HNPanc2-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc2-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPanc2-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d17	HAMBI-0403	Comamonas	testosteroni	600	3712
HNPanc2-d17	HAMBI-1279	Hafnia	alvei	0	0
HNPanc2-d17	HAMBI-1287	Citrobacter	koseri	328	135
HNPanc2-d17	HAMBI-1292	Morganella	morganii	5521	2508
HNPanc2-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HNPanc2-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc2-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPanc2-d17	HAMBI-1923	Myroides	odoratus	1138	977
HNPanc2-d17	HAMBI-1972	Aeromonas	caviae	539	320
HNPanc2-d17	HAMBI-1977	Pseudomonas	chlororaphis	3493	3738
HNPanc2-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc2-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d17	HAMBI-2160	Bordetella	avium	0	0
HNPanc2-d17	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc2-d17	HAMBI-2659	Stenotrophomonas	maltophilia	2871	3099
HNPanc2-d17	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d21	HAMBI-0006	Pseudomonas	putida	0	0
HNPanc2-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc2-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPanc2-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d21	HAMBI-0403	Comamonas	testosteroni	186	1521
HNPanc2-d21	HAMBI-1279	Hafnia	alvei	6	5
HNPanc2-d21	HAMBI-1287	Citrobacter	koseri	567	310
HNPanc2-d21	HAMBI-1292	Morganella	morganii	18563	11148
HNPanc2-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HNPanc2-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc2-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPanc2-d21	HAMBI-1923	Myroides	odoratus	2882	3272
HNPanc2-d21	HAMBI-1972	Aeromonas	caviae	203	159
HNPanc2-d21	HAMBI-1977	Pseudomonas	chlororaphis	9682	13696
HNPanc2-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc2-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d21	HAMBI-2160	Bordetella	avium	0	0
HNPanc2-d21	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc2-d21	HAMBI-2659	Stenotrophomonas	maltophilia	4637	6617
HNPanc2-d21	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d29	HAMBI-0006	Pseudomonas	putida	7	3
HNPanc2-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc2-d29	HAMBI-0105	Agrobacterium	tumefaciens	19	56
HNPanc2-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d29	HAMBI-0403	Comamonas	testosteroni	398	2642
HNPanc2-d29	HAMBI-1279	Hafnia	alvei	4	3
HNPanc2-d29	HAMBI-1287	Citrobacter	koseri	741	328
HNPanc2-d29	HAMBI-1292	Morganella	morganii	7270	3544
HNPanc2-d29	HAMBI-1299	Kluyvera	intermedia	2	1
HNPanc2-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc2-d29	HAMBI-1896	Sphingobacterium	spiritivorum	1	1
HNPanc2-d29	HAMBI-1923	Myroides	odoratus	200	184
HNPanc2-d29	HAMBI-1972	Aeromonas	caviae	693	441
HNPanc2-d29	HAMBI-1977	Pseudomonas	chlororaphis	10870	12481
HNPanc2-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc2-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d29	HAMBI-2160	Bordetella	avium	1	7
HNPanc2-d29	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d29	HAMBI-2494	Paraburkholderia	kururiensis	1	6
HNPanc2-d29	HAMBI-2659	Stenotrophomonas	maltophilia	3220	3730
HNPanc2-d29	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d45	HAMBI-0006	Pseudomonas	putida	0	0
HNPanc2-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc2-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPanc2-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d45	HAMBI-0403	Comamonas	testosteroni	7920	28685
HNPanc2-d45	HAMBI-1279	Hafnia	alvei	0	0
HNPanc2-d45	HAMBI-1287	Citrobacter	koseri	499	121
HNPanc2-d45	HAMBI-1292	Morganella	morganii	1702	453
HNPanc2-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HNPanc2-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc2-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPanc2-d45	HAMBI-1923	Myroides	odoratus	3236	1627
HNPanc2-d45	HAMBI-1972	Aeromonas	caviae	20096	6983
HNPanc2-d45	HAMBI-1977	Pseudomonas	chlororaphis	7743	4851
HNPanc2-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc2-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d45	HAMBI-2160	Bordetella	avium	0	0
HNPanc2-d45	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc2-d45	HAMBI-2659	Stenotrophomonas	maltophilia	4138	2615
HNPanc2-d45	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d5	HAMBI-0006	Pseudomonas	putida	2634	699
HNPanc2-d5	HAMBI-0097	Acinetobacter	lwoffii	22	3
HNPanc2-d5	HAMBI-0105	Agrobacterium	tumefaciens	4154	7788
HNPanc2-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d5	HAMBI-0403	Comamonas	testosteroni	1689	7110
HNPanc2-d5	HAMBI-1279	Hafnia	alvei	269	108
HNPanc2-d5	HAMBI-1287	Citrobacter	koseri	489	137
HNPanc2-d5	HAMBI-1292	Morganella	morganii	574	177
HNPanc2-d5	HAMBI-1299	Kluyvera	intermedia	709	151
HNPanc2-d5	HAMBI-1842	Sphingobium	yanoikuyae	8	0
HNPanc2-d5	HAMBI-1896	Sphingobacterium	spiritivorum	1198	804
HNPanc2-d5	HAMBI-1923	Myroides	odoratus	3219	1881
HNPanc2-d5	HAMBI-1972	Aeromonas	caviae	38	15
HNPanc2-d5	HAMBI-1977	Pseudomonas	chlororaphis	1483	1080
HNPanc2-d5	HAMBI-1988	Chitinophaga	sancti	21	29
HNPanc2-d5	HAMBI-2159	Paraburkholderia	caryophylli	47	24
HNPanc2-d5	HAMBI-2160	Bordetella	avium	22	99
HNPanc2-d5	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d5	HAMBI-2494	Paraburkholderia	kururiensis	6	23
HNPanc2-d5	HAMBI-2659	Stenotrophomonas	maltophilia	13356	9810
HNPanc2-d5	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d61	HAMBI-0006	Pseudomonas	putida	0	0
HNPanc2-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc2-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPanc2-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d61	HAMBI-0403	Comamonas	testosteroni	3221	16947
HNPanc2-d61	HAMBI-1279	Hafnia	alvei	1	0
HNPanc2-d61	HAMBI-1287	Citrobacter	koseri	375	132
HNPanc2-d61	HAMBI-1292	Morganella	morganii	573	221
HNPanc2-d61	HAMBI-1299	Kluyvera	intermedia	1	0
HNPanc2-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc2-d61	HAMBI-1896	Sphingobacterium	spiritivorum	1	1
HNPanc2-d61	HAMBI-1923	Myroides	odoratus	3348	2445
HNPanc2-d61	HAMBI-1972	Aeromonas	caviae	22607	11411
HNPanc2-d61	HAMBI-1977	Pseudomonas	chlororaphis	6929	6305
HNPanc2-d61	HAMBI-1988	Chitinophaga	sancti	1	2
HNPanc2-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc2-d61	HAMBI-2160	Bordetella	avium	0	0
HNPanc2-d61	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc2-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc2-d61	HAMBI-2659	Stenotrophomonas	maltophilia	4966	4559
HNPanc2-d61	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc2-d9	HAMBI-0006	Pseudomonas	putida	5899	1693
HNPanc2-d9	HAMBI-0097	Acinetobacter	lwoffii	133	18
HNPanc2-d9	HAMBI-0105	Agrobacterium	tumefaciens	1314	2666
HNPanc2-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc2-d9	HAMBI-0403	Comamonas	testosteroni	2309	10519
HNPanc2-d9	HAMBI-1279	Hafnia	alvei	130	56
HNPanc2-d9	HAMBI-1287	Citrobacter	koseri	1109	337
HNPanc2-d9	HAMBI-1292	Morganella	morganii	505	169
HNPanc2-d9	HAMBI-1299	Kluyvera	intermedia	918	212
HNPanc2-d9	HAMBI-1842	Sphingobium	yanoikuyae	69	2
HNPanc2-d9	HAMBI-1896	Sphingobacterium	spiritivorum	532	387
HNPanc2-d9	HAMBI-1923	Myroides	odoratus	2152	1361
HNPanc2-d9	HAMBI-1972	Aeromonas	caviae	562	246
HNPanc2-d9	HAMBI-1977	Pseudomonas	chlororaphis	3697	2913
HNPanc2-d9	HAMBI-1988	Chitinophaga	sancti	3	5
HNPanc2-d9	HAMBI-2159	Paraburkholderia	caryophylli	15	8
HNPanc2-d9	HAMBI-2160	Bordetella	avium	44	214
HNPanc2-d9	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc2-d9	HAMBI-2443	Paracoccus	denitrificans	3	10
HNPanc2-d9	HAMBI-2494	Paraburkholderia	kururiensis	2	8
HNPanc2-d9	HAMBI-2659	Stenotrophomonas	maltophilia	6961	5533
HNPanc2-d9	HAMBI-2792	Moraxella	canis	0	0
HNPanc2-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc2-d9	HAMBI-3237	Microvirga	lotononidis	1	1
HNPanc3-d13	HAMBI-0006	Pseudomonas	putida	1814	505
HNPanc3-d13	HAMBI-0097	Acinetobacter	lwoffii	24	3
HNPanc3-d13	HAMBI-0105	Agrobacterium	tumefaciens	1580	3112
HNPanc3-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc3-d13	HAMBI-0403	Comamonas	testosteroni	10302	45561
HNPanc3-d13	HAMBI-1279	Hafnia	alvei	205	86
HNPanc3-d13	HAMBI-1287	Citrobacter	koseri	6489	1916
HNPanc3-d13	HAMBI-1292	Morganella	morganii	16716	5428
HNPanc3-d13	HAMBI-1299	Kluyvera	intermedia	207	46
HNPanc3-d13	HAMBI-1842	Sphingobium	yanoikuyae	15	0
HNPanc3-d13	HAMBI-1896	Sphingobacterium	spiritivorum	148	104
HNPanc3-d13	HAMBI-1923	Myroides	odoratus	5981	3671
HNPanc3-d13	HAMBI-1972	Aeromonas	caviae	8811	3738
HNPanc3-d13	HAMBI-1977	Pseudomonas	chlororaphis	34688	26534
HNPanc3-d13	HAMBI-1988	Chitinophaga	sancti	2	3
HNPanc3-d13	HAMBI-2159	Paraburkholderia	caryophylli	1	1
HNPanc3-d13	HAMBI-2160	Bordetella	avium	14	66
HNPanc3-d13	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc3-d13	HAMBI-2443	Paracoccus	denitrificans	1	3
HNPanc3-d13	HAMBI-2494	Paraburkholderia	kururiensis	3	12
HNPanc3-d13	HAMBI-2659	Stenotrophomonas	maltophilia	16598	12808
HNPanc3-d13	HAMBI-2792	Moraxella	canis	0	0
HNPanc3-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc3-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc3-d17	HAMBI-0006	Pseudomonas	putida	0	0
HNPanc3-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc3-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPanc3-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc3-d17	HAMBI-0403	Comamonas	testosteroni	634	4142
HNPanc3-d17	HAMBI-1279	Hafnia	alvei	0	0
HNPanc3-d17	HAMBI-1287	Citrobacter	koseri	387	169
HNPanc3-d17	HAMBI-1292	Morganella	morganii	7757	3722
HNPanc3-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HNPanc3-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPanc3-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPanc3-d17	HAMBI-1923	Myroides	odoratus	2241	2032
HNPanc3-d17	HAMBI-1972	Aeromonas	caviae	521	327
HNPanc3-d17	HAMBI-1977	Pseudomonas	chlororaphis	4774	5395
HNPanc3-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HNPanc3-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPanc3-d17	HAMBI-2160	Bordetella	avium	0	0
HNPanc3-d17	HAMBI-2164	Cupriavidus	necator	0	0
HNPanc3-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPanc3-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPanc3-d17	HAMBI-2659	Stenotrophomonas	maltophilia	3766	4293
HNPanc3-d17	HAMBI-2792	Moraxella	canis	0	0
HNPanc3-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HNPanc3-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HNPanc3-d21	HAMBI-0006	Pseudomonas	putida	9	4
HNPanc3-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPanc3-d21	HAMBI-0105	Agrobacterium	tumefaciens	5	17
HNPanc3-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HNPanc3-d21	HAMBI-0403	Comamonas	testosteroni	687	5124
HNPanc3-d21	HAMBI-1279	Hafnia	alvei	6	4
HNPanc3-d21	HAMBI-1287	Citrobacter	koseri	919	458
HNPanc3-d21	HAMBI-1292	Morganella	morganii	24131	13216
HNPanc3-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HNPanc3-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
